﻿Nom Gare;Code Gare;Type jour;Date;Annee;Ligne;Axe;Tranche horaire;Somme de Montants
MONTEREAU;87682302;JOB;2024-01-16;2024;R;R;Avant 6h;156
SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY;87382481;DIM;2023-10-15;2023;T13;T13;De 6h à 10h;58
VITRY-SUR-SEINE;87545293;SAM;2025-08-02;2025;C;C;De 10h à 16h;1602
PORCHEFONTAINE;87393165;DIM;2025-09-02;2025;C;C;Après 20h;59
SURESNES-MONT-VALERIEN;87382374;DIM;2024-04-28;2024;U;U;De 10h à 16h;122
SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY;87382481;SAM;2023-10-14;2023;T13;T13;De 16h à 20h;161
SANTEUIL-LE-PERCHAY;87381186;JOB;2024-01-16;2024;J;J6;Après 20h;0
PORCHEFONTAINE;87393165;SAM;2025-08-02;2025;C;C;Après 20h;77
DOURDAN;87545525;DIM;2025-09-02;2025;C;C;Avant 6h;11
SAINT-OUEN;87271247;SAM;2025-08-02;2025;C;C;Avant 6h;12
YERRES;87682112;SAM;2024-02-03;2024;D;D;De 16h à 20h;715
PORCHEFONTAINE;87393165;SAM;2025-08-02;2025;C;C;De 16h à 20h;381
MONTGERON-CROSNE;87682104;DIM;2024-03-03;2024;D;D;Après 20h;167
SAINT-OUEN-L'AUMONE;87276105;JOB;2025-06-02;2025;C;C;Avant 6h;17
SARTROUVILLE;87386417;DIM;2024-01-21;2024;L;L3;De 6h à 10h;123
PORTE-DE-CLICHY;87111278;DIM;2025-09-02;2025;C;C;De 16h à 20h;677
THUN-LE-PARADIS;87381822;DIM;2024-01-21;2024;J;J6;De 6h à 10h;63
SAINT-OUEN-L'AUMONE-LIESSE;87337980;DIM;2025-09-02;2025;C;C;De 6h à 10h;34
VAUCRESSON;87382267;JOB;2024-01-16;2024;L;L2;De 6h à 10h;1402
PORTE-DE-CLICHY;87111278;SAM;2025-08-02;2025;C;C;De 6h à 10h;324
DREUX;87393488;JOB;2024-01-16;2024;N;N;De 6h à 10h;1103
CROUY-SUR-OURCQ;87116640;DIM;2023-09-17;2023;P;P;De 6h à 10h;13
SAVIGNY-SUR-ORGE;87545236;DIM;2025-09-02;2025;C;C;Après 20h;143
PROVINS;87116160;DIM;2023-11-19;2023;P;P;De 16h à 20h;443
DREUX;87393488;SAM;2024-01-20;2024;N;N;De 6h à 10h;332
DAMMARTIN-JUILLY-SAINT-MARD;87271536;SAM;2024-01-20;2024;K;K;De 6h à 10h;70
VILLENEUVE-SAINT-GEORGES;87681825;DIM;2024-03-03;2024;D;D;De 16h à 20h;4157
SEVRAN-BEAUDOTTES;87271445;SAM;2019-03-16;2019;B;B;Avant 6h;367
DUGNY-LA-COURNEUVE;87697342;DIM;2021-11-21;2021;T11;T11;De 10h à 16h;302
SAINT-OUEN-L'AUMONE-QUARTIER-DE-L'EGLISE;87381426;JOB;2024-01-16;2024;J;J6;Avant 6h;60
VILLENEUVE-SAINT-GEORGES;87681825;SAM;2024-02-03;2024;D;D;Avant 6h;424
SEVRES-RIVE-GAUCHE;87393124;JOB;2024-01-16;2024;N;N;Avant 6h;14
US;87381178;DIM;2024-01-21;2024;J;J6;De 16h à 20h;36
EPINAY-VILLETANEUSE;87271122;SAM;2024-01-20;2024;H;H;De 16h à 20h;3225
SEVRAN-BEAUDOTTES;87271445;DIM;2019-03-17;2019;B;B;De 10h à 16h;3270
REPUBLIQUE-MARX-DORMOY;87704254;DIM;2021-12-09;2021;T4;T4;De 6h à 10h;55
VAIRES-TORCY;87116293;JOB;2023-11-14;2023;P;P;Avant 6h;96
SAINT-QUENTIN-EN-YVELINES-MONTIGNY-LE-BRETONNEUX;87393843;JOB;2024-04-23;2024;U;U;Avant 6h;53
VILLEPARISIS-MITRY-LE-NEUF;87271510;JOB;2023-10-10;2023;B;B;Avant 6h;365
ROMAIN-ROLLAND;87704296;JOB;2021-09-21;2021;T4;T4;De 10h à 16h;952
VAIRES-TORCY;87116293;SAM;2023-11-18;2023;P;P;De 6h à 10h;475
ERAGNY-NEUVILLE;87381418;SAM;2024-01-20;2024;J;J6;De 6h à 10h;185
VILLEPARISIS-MITRY-LE-NEUF;87271510;JOB;2023-10-10;2023;B;B;De 10h à 16h;1632
SURESNES-MONT-VALERIEN;87382374;JOB;2024-01-16;2024;L;L2;De 16h à 20h;1877
EPINAY-SUR-ORGE;87545228;SAM;2024-11-30;2024;T12;T12;De 6h à 10h;224
SAINTE-COLOMBE-SEPTVEILLES;87116178;DIM;2023-11-19;2023;P;P;De 16h à 20h;21
SEVRES-VILLE-D'AVRAY;87382341;JOB;2024-01-16;2024;L;L2;De 16h à 20h;925
SURVILLIERS-FOSSES;87276261;JOB;2024-05-03;2024;D;D;De 10h à 16h;1262
EPONE-MEZIERES;87386763;JOB;2024-01-16;2024;N;N;De 10h à 16h;123
ERMONT-HALTE;87276584;DIM;2024-01-21;2024;H;H;De 6h à 10h;100
VILLEPREUX-LES-CLAYES;87393413;SAM;2024-01-20;2024;N;N;De 6h à 10h;324
SAINT-CLOUD;87382358;JOB;2024-01-16;2024;L;L2;De 10h à 16h;2609
NEUILLY-PORTE-MAILLOT;87381020;JOB;2025-11-02;2025;C;C;De 10h à 16h;1751
SERMAISE;87545517;JOB;2025-06-02;2025;C;C;De 6h à 10h;152
STAINS-LA-CERISAIE;87697334;JOB;2021-11-23;2021;T11;T11;Après 20h;178
TAVERNY;87276634;JOB;2024-01-16;2024;H;H;Après 20h;126
VERNEUIL-L'ETANG;87116079;JOB;2023-11-14;2023;P;P;De 10h à 16h;180
SEUGY;87272039;JOB;2024-01-16;2024;H;H;De 10h à 16h;22
VILLIERS-MONTBARBIN;87116749;JOB;2023-09-19;2023;P;P;De 6h à 10h;45
SAINT-CYR;87393223;JOB;2024-01-16;2024;N;N;De 6h à 10h;1867
ERMONT-EAUBONNE;87276055;DIM;2024-01-21;2024;J;J4;Après 20h;549
ERMONT-HALTE;87276584;JOB;2024-01-16;2024;H;H;De 10h à 16h;351
SURVILLIERS-FOSSES;87276261;SAM;2024-02-03;2024;D;D;Avant 6h;41
THOMERY;87682252;DIM;2024-01-21;2024;R;R;De 10h à 16h;117
VERSAILLES-CHANTIERS;87393009;DIM;2024-01-21;2024;N;N;De 6h à 10h;588
SEVRES-VILLE-D'AVRAY;87382341;DIM;2024-01-21;2024;L;L2;Avant 6h;10
VIROFLAY-RIVE-GAUCHE;87393215;SAM;2025-08-02;2025;C;C;Avant 6h;7
SAINT-DENIS;87271015;DIM;2024-01-21;2024;H;H;De 10h à 16h;5240
VERSAILLES-CHANTIERS;87393009;JOB;2024-01-16;2024;N;N;Avant 6h;58
SOUPPES-CHATEAU-LANDON;87684217;SAM;2024-01-20;2024;R;R;Avant 6h;28
VIROFLAY-RIVE-GAUCHE;87393215;SAM;2025-08-02;2025;C;C;De 10h à 16h;1308
TRAPPES;87393835;SAM;2024-01-20;2024;N;N;De 16h à 20h;519
ERMONT-EAUBONNE;87276055;SAM;2025-08-02;2025;C;C;Avant 6h;34
STADE-DE-FRANCE-SAINT-DENIS;87164780;SAM;2024-02-03;2024;D;D;Après 20h;515
VIRY-CHATILLON;87681312;DIM;2024-03-03;2024;D;D;Après 20h;320
SAINT-MAMMES;87682294;JOB;2024-01-16;2024;R;R;De 16h à 20h;99
VERSAILLES-RIVE-DROITE;87382861;SAM;2024-01-20;2024;L;L2;Avant 6h;32
STADE-DE-FRANCE-SAINT-DENIS;87164780;SAM;2024-02-03;2024;D;D;De 10h à 16h;1254
VITRY-SUR-SEINE;87545293;SAM;2025-08-02;2025;C;C;Après 20h;297
TRILPORT;87116491;DIM;2023-09-17;2023;P;P;De 10h à 16h;256
ERMONT-HALTE;87276584;SAM;2024-01-20;2024;H;H;Avant 6h;15
SURESNES-MONT-VALERIEN;87382374;DIM;2024-04-28;2024;U;U;De 16h à 20h;99
VITRY-SUR-SEINE;87545293;SAM;2025-08-02;2025;C;C;De 16h à 20h;974
SAINT-MICHEL-NOTRE-DAME;87547315;SAM;2025-08-02;2025;C;C;De 10h à 16h;13214
NOISY-LE-SEC;87113217;SAM;2022-03-19;2022;E;E;Avant 6h;308
EVRY-COURCOURONNES;87681387;SAM;2024-02-03;2024;D;D;De 16h à 20h;2615
YERRES;87682112;SAM;2024-02-03;2024;D;D;Avant 6h;53
TRILPORT;87116491;SAM;2023-09-16;2023;P;P;De 10h à 16h;367
VILLIERS-MONTBARBIN;87116749;DIM;2023-09-17;2023;P;P;De 6h à 10h;11
TAVERNY;87276634;DIM;2024-01-21;2024;H;H;De 16h à 20h;337
THUN-LE-PARADIS;87381822;SAM;2024-01-20;2024;J;J6;De 10h à 16h;215
SAINTE-GENEVIEVE-DES-BOIS;87545210;JOB;2025-06-02;2025;C;C;De 6h à 10h;4100
FERRIERES-FONTENAY;87684241;SAM;2024-01-20;2024;R;R;De 6h à 10h;20
TAVERNY;87276634;SAM;2024-01-20;2024;H;H;De 16h à 20h;388
TRIE-CHATEAU;87381236;JOB;2024-01-16;2024;J;J6;Avant 6h;4
VAL-DE-FONTENAY;87113712;DIM;2022-03-20;2022;E;E;De 10h à 16h;3987
FOURQUEUX-BEL-AIR;87733675;DIM;2023-10-15;2023;T13;T13;De 16h à 20h;206
FERRIERES-FONTENAY;87684241;JOB;2024-01-16;2024;R;R;Après 20h;6
US;87381178;DIM;2024-01-21;2024;J;J6;De 6h à 10h;6
SANNOIS;87276188;JOB;2024-01-16;2024;J;J4;Après 20h;266
VIROFLAY-RIVE-GAUCHE;87393215;JOB;2024-01-16;2024;N;N;Après 20h;361
TRAPPES;87393835;SAM;2024-01-20;2024;N;N;De 10h à 16h;936
VAIRES-TORCY;87116293;JOB;2023-11-14;2023;P;P;De 16h à 20h;630
SARTROUVILLE;87386417;SAM;2024-01-20;2024;L;L3;De 16h à 20h;401
PARIS-SAINT-LAZARE;87384008;SAM;2021-04-12;2021;J;J5;De 10h à 16h;2258
TRAPPES;87393835;SAM;2024-04-27;2024;U;U;De 6h à 10h;283
VALMONDOIS;87276535;JOB;2024-01-16;2024;H;H;De 10h à 16h;377
VAUBOYEN;87393538;JOB;2025-06-02;2025;C;V;De 16h à 20h;138
FREINVILLE-SEVRAN;87113894;SAM;2021-09-18;2021;T4;T4;Avant 6h;31
TRIE-CHATEAU;87381236;JOB;2024-01-16;2024;J;J6;De 6h à 10h;19
TRILPORT;87116491;DIM;2023-09-17;2023;P;P;Après 20h;48
SOUPPES-CHATEAU-LANDON;87684217;JOB;2024-01-16;2024;R;R;De 6h à 10h;579
FREPILLON;87276659;DIM;2024-01-21;2024;H;H;Après 20h;17
FREPILLON;87276659;JOB;2024-01-16;2024;H;H;Après 20h;30
TRILPORT;87116491;DIM;2023-09-17;2023;P;P;De 16h à 20h;281
STADE-DE-FRANCE-SAINT-DENIS;87164780;JOB;2024-05-03;2024;D;D;De 10h à 16h;2388
PIERREFITTE-STAINS;87271163;SAM;2024-02-03;2024;D;D;Avant 6h;233
TRIEL-SUR-SEINE;87381806;DIM;2024-01-21;2024;J;J6;Avant 6h;8
TRILPORT;87116491;SAM;2023-09-16;2023;P;P;De 16h à 20h;272
VERNEUIL-L'ETANG;87116079;SAM;2023-11-18;2023;P;P;De 6h à 10h;124
GARANCIERES-LA-QUEUE;87393439;SAM;2024-01-20;2024;N;N;Après 20h;25
VAIRES-TORCY;87116293;DIM;2023-11-19;2023;P;P;Avant 6h;31
US;87381178;SAM;2024-01-20;2024;J;J6;De 10h à 16h;18
TRAITE-DE-ROME;87746016;DIM;2024-01-12;2024;T12;T12;Avant 6h;2
PONT-CARDINET;87381111;DIM;2024-01-21;2024;L;L2;De 10h à 16h;739
GARANCIERES-LA-QUEUE;87393439;SAM;2024-01-20;2024;N;N;De 10h à 16h;125
VAIRES-TORCY;87116293;SAM;2023-11-18;2023;P;P;De 16h à 20h;438
TRIE-CHATEAU;87381236;DIM;2024-01-21;2024;J;J6;De 16h à 20h;13
GARGES-SARCELLES;87276196;JOB;2024-05-03;2024;D;D;De 6h à 10h;14046
GARCHES-MARNES-LA-COQUETTE;87382259;SAM;2024-01-20;2024;L;L2;De 10h à 16h;825
VALMONDOIS;87276535;JOB;2024-01-16;2024;H;H;Après 20h;59
TRILPORT;87116491;JOB;2023-09-19;2023;P;P;Avant 6h;78
PORCHEFONTAINE;87393165;JOB;2025-06-02;2025;C;C;Avant 6h;11
VAUX-SUR-SEINE;87381814;SAM;2024-01-20;2024;J;J6;De 6h à 10h;84
VALMONDOIS;87276535;JOB;2024-01-16;2024;H;H;De 16h à 20h;374
VERSAILLES-CHANTIERS;87393009;DIM;2025-09-02;2025;C;C;Avant 6h;0
PRECY-SUR-OISE;87276410;JOB;2024-01-16;2024;H;H;Avant 6h;2
GARGENVILLE;87381566;SAM;2024-01-20;2024;J;J6;De 16h à 20h;163
VAUBOYEN;87393538;DIM;2025-09-02;2025;C;V;Avant 6h;0
VERSAILLES-CHANTIERS;87393009;DIM;2025-09-02;2025;C;C;De 6h à 10h;51
GRAND-BOURG;87681353;SAM;2024-02-03;2024;D;D;De 16h à 20h;57
VERNOU-SUR-SEINE;87682468;DIM;2024-01-21;2024;R;R;Avant 6h;1
VAUBOYEN;87393538;JOB;2025-06-02;2025;C;V;Après 20h;4
VALMONDOIS;87276535;SAM;2024-01-20;2024;H;H;Avant 6h;10
PUTEAUX;87382382;DIM;2024-04-28;2024;U;U;Après 20h;40
GISORS;87381244;JOB;2024-01-16;2024;J;J6;Après 20h;0
VAUCELLES;87276626;JOB;2024-01-16;2024;H;H;De 10h à 16h;227
VERSAILLES-RIVE-DROITE;87382861;JOB;2024-01-16;2024;L;L2;De 16h à 20h;2575
GRAVIGNY-BALIZY;87393645;JOB;2024-11-26;2024;T12;T12;De 16h à 20h;148
VERSAILLES-CHANTIERS;87393009;SAM;2024-01-20;2024;N;N;Avant 6h;37
VAUCRESSON;87382267;SAM;2024-01-20;2024;L;L2;Après 20h;117
VAUBOYEN;87393538;JOB;2025-06-02;2025;C;V;De 10h à 16h;57
GRETZ-ARMAINVILLIERS;87116012;JOB;2022-03-22;2022;E;E;De 6h à 10h;748
GRETZ-ARMAINVILLIERS;87116012;DIM;2022-03-20;2022;E;E;Avant 6h;16
VERNOU-SUR-SEINE;87682468;DIM;2024-01-21;2024;R;R;De 10h à 16h;24
VAUCELLES;87276626;JOB;2024-01-16;2024;H;H;De 6h à 10h;582
REMISE-A-JORELLE;87988709;DIM;2021-12-09;2021;T4;T4;Après 20h;34
VERSAILLES-RIVE-DROITE;87382861;JOB;2024-01-16;2024;L;L2;Après 20h;547
VERNOU-SUR-SEINE;87682468;JOB;2024-01-16;2024;R;R;De 10h à 16h;27
ABLON;87545269;DIM;2025-09-02;2025;C;C;Avant 6h;10
VIARMES;87276568;DIM;2024-01-21;2024;H;H;De 10h à 16h;69
GUERARD-LA-CELLE-SUR-MORIN;87116269;JOB;2023-11-14;2023;P;P;De 16h à 20h;19
GROS-NOYER-SAINT-PRIX;87276592;JOB;2024-01-16;2024;H;H;De 16h à 20h;531
VERNOUILLET-VERNEUIL;87386656;DIM;2021-05-12;2021;J;J5;De 16h à 20h;233
AEROPORT-CHARLES-DE-GAULLE-2-(TERMINAL-2);87001479;DIM;2019-03-17;2019;B;B;De 10h à 16h;5673
VAUCELLES;87276626;SAM;2024-01-20;2024;H;H;De 10h à 16h;251
ROSNY-BOIS-PERRIER;87113696;DIM;2022-03-20;2022;E;E;Après 20h;471
VIARMES;87276568;SAM;2024-01-20;2024;H;H;De 16h à 20h;52
VERNOUILLET-VERNEUIL;87386656;JOB;2025-01-04;2025;J;J5;Après 20h;88
AEROPORT-CHARLES-DE-GAULLE-1-(TERMINAL-3);87271460;DIM;2019-03-24;2019;B;B;Après 20h;2348
VILLAINES;87272021;DIM;2024-01-21;2024;H;H;Après 20h;3
ROSNY-BOIS-PERRIER;87113696;JOB;2022-03-22;2022;E;E;De 10h à 16h;2122
HAUSSMANN-SAINT-LAZARE;87281899;JOB;2022-03-22;2022;E;E;Avant 6h;213
VERSAILLES-CHANTIERS;87393009;DIM;2024-04-28;2024;U;U;De 16h à 20h;664
ACHERES-VILLE;87381657;DIM;2022-11-20;2022;A;A;De 10h à 16h;802
VAUX-SUR-SEINE;87381814;DIM;2024-01-21;2024;J;J6;De 16h à 20h;114
ROSNY-SOUS-BOIS;87113704;JOB;2022-03-22;2022;E;E;De 10h à 16h;2184
VILLENNES-SUR-SEINE;87386649;JOB;2025-01-04;2025;J;J5;De 16h à 20h;232
VERSAILLES-CHANTIERS;87393009;DIM;2025-09-02;2025;C;C;De 16h à 20h;212
ALLEE-ROYALE;87710913;DIM;2023-10-15;2023;T13;T13;Après 20h;7
VILLENEUVE-SAINT-GEORGES;87681825;SAM;2024-02-03;2024;D;D;De 10h à 16h;7517
ROSNY-SOUS-BOIS;87113704;SAM;2022-03-19;2022;E;E;De 10h à 16h;2287
HOUILLES-CARRIERES-SUR-SEINE;87386409;DIM;2024-01-21;2024;L;L3;De 10h à 16h;541
VERSAILLES-CHANTIERS;87393009;JOB;2024-04-23;2024;U;U;Avant 6h;42
AEROPORT-CHARLES-DE-GAULLE-1-(TERMINAL-3);87271460;SAM;2019-03-23;2019;B;B;De 6h à 10h;1290
VILLEPREUX-LES-CLAYES;87393413;DIM;2024-01-21;2024;N;N;Après 20h;103
ROSNY-SOUS-BOIS;87113704;SAM;2022-03-19;2022;E;E;De 16h à 20h;1579
VILLEPREUX-LES-CLAYES;87393413;JOB;2024-01-16;2024;N;N;Après 20h;98
VERSAILLES-CHANTIERS;87393009;JOB;2024-04-23;2024;U;U;De 10h à 16h;618
ALLEE-DE-LA-TOUR-RENDEZ-VOUS;87113878;DIM;2021-12-09;2021;T4;T4;De 10h à 16h;277
VILLIERS-MONTBARBIN;87116749;DIM;2023-09-17;2023;P;P;Avant 6h;0
ROUGEMONT-CHANTELOUP;87431791;DIM;2021-12-09;2021;T4;T4;De 6h à 10h;223
IGNY;87393561;DIM;2025-09-02;2025;C;V;Avant 6h;6
VERSAILLES-CHANTIERS;87393009;JOB;2025-06-02;2025;C;V;De 6h à 10h;1158
AEROPORT-CHARLES-DE-GAULLE-2-(TERMINAL-2);87001479;SAM;2019-03-16;2019;B;B;Avant 6h;112
VIROFLAY-RIVE-DROITE;87382887;DIM;2024-01-21;2024;L;L2;Avant 6h;8
ROUGEMONT-CHANTELOUP;87431791;JOB;2021-09-21;2021;T4;T4;De 6h à 10h;789
VILLIERS-NEAUPHLE-PONTCHARTRAIN;87393884;JOB;2024-01-16;2024;N;N;Après 20h;26
VERSAILLES-RIVE-DROITE;87382861;JOB;2024-01-16;2024;L;L2;De 6h à 10h;3477
ALLEE-DE-LA-TOUR-RENDEZ-VOUS;87113878;SAM;2021-09-18;2021;T4;T4;Avant 6h;7
VIROFLAY-RIVE-DROITE;87382887;JOB;2024-01-16;2024;L;L2;De 10h à 16h;837
ROUGEMONT-CHANTELOUP;87431791;SAM;2021-09-18;2021;T4;T4;Avant 6h;33
ISLES-ARMENTIERES-CONGIS;87116616;JOB;2023-09-19;2023;P;P;Après 20h;4
VIGNEUX-SUR-SEINE;87681304;DIM;2024-03-03;2024;D;D;De 16h à 20h;1190
ARBORETUM;87704320;SAM;2021-09-18;2021;T4;T4;De 6h à 10h;62
VIROFLAY-RIVE-GAUCHE;87393215;DIM;2024-01-21;2024;N;N;De 16h à 20h;500
RUNGIS-LA-FRATERNELLE;87546291;SAM;2025-08-02;2025;C;C;Après 20h;20
ISSY;87393074;SAM;2025-08-02;2025;C;C;De 16h à 20h;633
VILLAINES;87272021;JOB;2024-01-16;2024;H;H;Après 20h;3
ARGENTEUIL;87381848;SAM;2024-01-20;2024;J;J6;Avant 6h;84
VIROFLAY-RIVE-GAUCHE;87393215;SAM;2024-01-20;2024;N;N;Après 20h;300
RUNGIS-LA-FRATERNELLE;87546291;SAM;2025-08-02;2025;C;C;De 10h à 16h;110
ISSY-VAL-DE-SEINE;87393306;DIM;2025-09-02;2025;C;C;De 16h à 20h;740
VILLENEUVE-TRIAGE;87681809;DIM;2024-03-03;2024;D;D;De 10h à 16h;499
ASNIERES-SUR-SEINE;87381137;DIM;2024-01-21;2024;L;L3;De 16h à 20h;1160
VIRY-CHATILLON;87681312;JOB;2024-02-04;2024;D;D;Après 20h;200
SAINT-CYR;87393223;DIM;2025-09-02;2025;C;C;De 10h à 16h;147
L'ETANG-LA-VILLE;87382473;SAM;2024-01-20;2024;L;L2;De 10h à 16h;199
VILLEPREUX-LES-CLAYES;87393413;JOB;2024-01-16;2024;N;N;De 16h à 20h;557
ASNIERES-SUR-SEINE;87381137;SAM;2024-01-20;2024;L;L2;De 6h à 10h;792
VITRY-SUR-SEINE;87545293;JOB;2025-06-02;2025;C;C;Après 20h;182
SAINT-CYR;87393223;JOB;2023-10-19;2023;T13;T13;Après 20h;161
L'ETANG-LES-SABLONS;87726109;JOB;2023-10-19;2023;T13;T13;De 10h à 16h;55
VILLIERS-SUR-MARNE-LE-PLESSIS-TREVISE;87113795;SAM;2022-03-19;2022;E;E;De 16h à 20h;1492
ASNIERES-SUR-SEINE;87381137;JOB;2024-01-16;2024;L;L3;Après 20h;638
VULAINES-SUR-SEINE-SAMOREAU;87682443;JOB;2024-01-16;2024;R;R;Avant 6h;3
SAINT-LEU-D'ESSERENT;87276402;JOB;2024-01-16;2024;H;H;Après 20h;3
LA-COURNEUVE-AUBERVILLIERS;87271304;JOB;2023-10-10;2023;B;B;De 10h à 16h;5186
VIROFLAY-RIVE-DROITE;87382887;SAM;2024-01-20;2024;L;L2;Avant 6h;13
AUBERGENVILLE-ELISABETHVILLE;87386730;DIM;2021-05-12;2021;J;J5;Avant 6h;19
VULAINES-SUR-SEINE-SAMOREAU;87682443;SAM;2024-01-20;2024;R;R;De 6h à 10h;23
SAINT-MAMMES;87682294;JOB;2024-01-16;2024;R;R;Avant 6h;23
LA-FERTE-MILON;87116673;JOB;2023-09-19;2023;P;P;Après 20h;1
VULAINES-SUR-SEINE-SAMOREAU;87682443;SAM;2024-01-20;2024;R;R;De 10h à 16h;38
AULNAY-SOUS-BOIS;87271411;DIM;2021-12-09;2021;T4;T4;Après 20h;896
CREIL;87276006;SAM;2024-01-20;2024;H;H;Après 20h;22
HOUDAN;87393462;JOB;2024-01-16;2024;N;N;De 10h à 16h;366
LA-FRETTE-MONTIGNY;87381871;JOB;2024-01-16;2024;J;J6;Après 20h;74
YERRES;87682112;DIM;2024-03-03;2024;D;D;De 16h à 20h;521
AULNAY-SOUS-BOIS;87271411;SAM;2021-09-18;2021;T4;T4;De 6h à 10h;644
CREIL;87276006;SAM;2024-01-20;2024;H;H;De 10h à 16h;128
SAINT-MARTIN-D'ETAMPES;87545350;DIM;2025-09-02;2025;C;C;De 10h à 16h;200
VIROFLAY-RIVE-DROITE;87382887;SAM;2024-01-20;2024;L;L2;Après 20h;213
ARGENTEUIL;87381848;DIM;2024-01-21;2024;J;J4;De 16h à 20h;1060
CRETEIL-POMPADOUR;87608802;DIM;2024-03-03;2024;D;D;Avant 6h;71
ISLES-ARMENTIERES-CONGIS;87116616;JOB;2023-09-19;2023;P;P;De 6h à 10h;110
LA-NORVILLE-SAINT-GERMAIN-LES-ARPAJON;87545459;DIM;2025-09-02;2025;C;C;Après 20h;17
BAGNEAUX-SUR-LOING;87684191;SAM;2024-01-20;2024;R;R;De 10h à 16h;71
CRETEIL-POMPADOUR;87608802;JOB;2024-05-03;2024;D;D;Après 20h;1067
SAINT-MICHEL-SUR-ORGE;87545202;JOB;2025-06-02;2025;C;C;De 16h à 20h;1237
VULAINES-SUR-SEINE-SAMOREAU;87682443;JOB;2024-01-16;2024;R;R;Après 20h;7
AULNAY-SOUS-BOIS;87271411;JOB;2024-01-16;2024;K;K;Après 20h;45
CROUY-SUR-OURCQ;87116640;SAM;2023-09-16;2023;P;P;De 10h à 16h;64
ISSOU-PORCHEVILLE;87381574;JOB;2024-01-16;2024;J;J6;De 6h à 10h;230
LA-VERRIERE;87393256;JOB;2024-01-16;2024;N;N;De 6h à 10h;1875
BAILLY;87710780;JOB;2023-10-19;2023;T13;T13;De 16h à 20h;137
DEUIL-MONTMAGNY;87276345;DIM;2024-01-21;2024;H;H;De 10h à 16h;1168
SAINT-OUEN-L'AUMONE;87276105;JOB;2025-06-02;2025;C;C;De 16h à 20h;263
LE-BOURGET;87271395;SAM;2021-11-20;2021;T11;T11;De 16h à 20h;1673
BALLANCOURT;87681437;DIM;2024-03-03;2024;D;D;De 6h à 10h;43
DEUIL-MONTMAGNY;87276345;SAM;2024-01-20;2024;H;H;Avant 6h;73
JUZIERS;87381558;DIM;2024-01-21;2024;J;J6;De 6h à 10h;33
LE-CHENAY-GAGNY;87113522;DIM;2022-03-20;2022;E;E;Avant 6h;12
AVENUE-FOCH;87381038;JOB;2025-11-02;2025;C;C;De 6h à 10h;278
DEUIL-MONTMAGNY;87276345;SAM;2024-01-20;2024;H;H;De 10h à 16h;1481
SAINT-OUEN-L'AUMONE-QUARTIER-DE-L'EGLISE;87381426;DIM;2024-01-21;2024;J;J6;De 6h à 10h;114
LE-MEE;87682179;JOB;2024-05-03;2024;D;D;De 6h à 10h;1969
AVENUE-FOCH;87381038;SAM;2025-08-02;2025;C;C;De 6h à 10h;60
DORDIVES;87684233;JOB;2024-01-16;2024;R;R;Avant 6h;37
SAINT-OUEN-L'AUMONE-QUARTIER-DE-L'EGLISE;87381426;SAM;2024-01-20;2024;J;J6;Après 20h;86
LE-PERRAY;87393298;SAM;2024-01-20;2024;N;N;De 6h à 10h;126
BELLOY-SAINT-MARTIN;87276550;JOB;2024-01-16;2024;H;H;De 16h à 20h;53
DORDIVES;87684233;SAM;2024-01-20;2024;R;R;De 16h à 20h;43
LA-CELLE-SAINT-CLOUD;87382432;DIM;2024-01-21;2024;L;L2;De 6h à 10h;195
LE-STADE;87381095;SAM;2024-01-20;2024;J;J4;De 6h à 10h;542
BAGNEAUX-SUR-LOING;87684191;DIM;2024-01-21;2024;R;R;De 10h à 16h;69
DOURDAN-LA-FORET;87540179;DIM;2025-09-02;2025;C;C;De 6h à 10h;0
SAINTE-COLOMBE-SEPTVEILLES;87116178;SAM;2023-11-18;2023;P;P;Après 20h;3
LES-BOULLEREAUX-CHAMPIGNY;87113779;DIM;2022-03-20;2022;E;E;De 6h à 10h;462
BELLOY-SAINT-MARTIN;87276550;SAM;2024-01-20;2024;H;H;Après 20h;10
DREUX;87393488;JOB;2024-01-16;2024;N;N;Avant 6h;285
LA-COURNEUVE-AUBERVILLIERS;87271304;JOB;2023-10-10;2023;B;B;De 16h à 20h;6384
LES-SAULES;87546226;SAM;2025-08-02;2025;C;C;Après 20h;76
BECON-LES-BRUYERES;87382002;SAM;2024-01-20;2024;L;L3;De 16h à 20h;1821
ECOUEN-EZANVILLE;87276394;DIM;2024-01-21;2024;H;H;De 6h à 10h;167
LA-FERTE-ALAIS;87681452;JOB;2024-12-03;2024;D;D;De 6h à 10h;321
LONGJUMEAU;87393611;JOB;2024-11-26;2024;T12;T12;De 6h à 10h;318
ALLEE-ROYALE;87710913;SAM;2023-10-14;2023;T13;T13;De 10h à 16h;31
BESSANCOURT;87276642;JOB;2024-01-16;2024;H;H;De 16h à 20h;279
ECOUEN-EZANVILLE;87276394;JOB;2024-01-16;2024;H;H;De 6h à 10h;1797
SURESNES-MONT-VALERIEN;87382374;JOB;2024-04-25;2024;U;U;Après 20h;73
LOUVRES;87276253;DIM;2024-03-03;2024;D;D;Après 20h;106
ARGENTEUIL;87381848;JOB;2024-01-16;2024;J;J4;De 6h à 10h;3013
BIEVRES;87393546;JOB;2025-06-02;2025;C;V;De 16h à 20h;223
